V,Libelle GEN,Libelle ROME,Code ROME,score
Non,Technicien système et réseau,Technicien dépanneur / Technicienne dépanneuse petits électroménagers,I1402,0
Non,Technicien système et réseau,Technicien / Technicienne des industries graphiques,E1308,0
Non,Technicien helpdesk,Technicien / Technicienne d'études en automatisme,H1208,0
Non,Expert en technologie de l’information,Technicien / Technicienne d'études en automatisme,H1208,0
Non,Technicien système et réseau,Technicien / Technicienne d'études en systèmes mécaniques automatisés,H1208,0
Non,Technicien helpdesk,Technicien / Technicienne d'études instrumentaliste,H1208,0
Non,Technicien système et réseau,Technicien / Technicienne d'études instrumentaliste,H1208,0
Non,Technicien système et réseau,Technicien / Technicienne d'expérimentation en recherche,H1210,0
Non,Expert en technologie de l’information,Technicien / Technicienne d'expérimentation en recherche,H1210,0
Non,Technicien helpdesk,Technicien / Technicienne d'exploitation informatique,M1810,0
Non,Technicien système et réseau,Technicien / Technicienne d'exploitation informatique,M1810,0
Non,Technicien helpdesk,Technicien / Technicienne d'exploitation télécommunication,M1807,0
Non,Technicien helpdesk,Technicien / Technicienne d'instrumentation scientifique,H1210,0
Non,Technicien système et réseau,Technicien / Technicienne d'instrumentation scientifique,H1210,0
Non,Architecte base de données,Administrateur / Administratrice de plateforme de service,M1801,0
Non,Technicien base de données,Administrateur / Administratrice de plateforme de service,M1801,0
Non,Traffic manager,Bid manager,H1102,0
Non,Content manager,Bid manager,H1102,0
Non,Chef de projet digital,Chief Technical Officer - CTO,M1802,0
Non,Chef de projet agile,Chief Technical Officer - CTO,M1802,0
Non,Traffic manager,Project Manager,M1803,0
Non,Content manager,Project Manager,M1803,0
Non,Directeur de projet,Project Manager,M1803,0
Non,Community manager,Project Management Officer - PMO,M1806,0
Non,Veilleur e-reputation,Project Management Officer - PMO,M1806,0
Non,Technicien système et réseau,Technicien électromécanicien / Technicienne électromécanicienne en études et développement,H1209,0
Non,Technicien helpdesk,Technicien électronicien / Technicienne électronicienne de développement,H1209,0
Non,Technicien système et réseau,Technicien électronicien / Technicienne électronicienne de développement,H1209,0
Non,Technicien helpdesk,Technicien électronicien / Technicienne électronicienne d'études,H1209,0
Non,Technicien système et réseau,Technicien électronicien / Technicienne électronicienne d'études,H1209,0
Non,Technicien helpdesk,Technicien / Technicienne en communication,M1807,0
Non,Technicien système et réseau,Technicien / Technicienne en communication,M1807,0
Non,Expert en technologie de l’information,Technicien / Technicienne en communication,M1807,0
Non,Technicien système et réseau,"Technicien / Technicienne en conception électronique, électrique",H1202,0
Non,Développeur d'applications,Technicien / Technicienne en développement,H1210,0
Non,Développeur Web / Mobile,Technicien / Technicienne en développement,H1210,0
Non,Expert en technologie de l’information,Technicien / Technicienne en développement de procédés,H1210,0
Non,Technicien helpdesk,Technicien / Technicienne en développement de procédés,H1210,0
Non,Developpeur Back-End,Technicien / Technicienne en développement de procédés,H1210,0
Non,Expert en technologie de l’information,Technicien / Technicienne en électroménager,I1402,0
Non,Technicien système et réseau,Technicien / Technicienne en électronique études et développement,H1209,0
Non,Technicien helpdesk,Technicien / Technicienne en expérimentation animale,H1210,0
Non,Technicien système et réseau,Technicien / Technicienne en expérimentation animale,H1210,0
Non,Technicien helpdesk,Technicien / Technicienne en expérimentation végétale,H1210,0
Non,Technicien système et réseau,Technicien / Technicienne en expérimentation végétale,H1210,0
Non,Technicien système et réseau,Technicien / Technicienne en informatique industrielle,H1208,0
Non,Technicien système et réseau,Technicien / Technicienne en microélectronique études et développement,H1209,0
Non,Gestionnaire de parc micro-informatique,Technicien / Technicienne en micro-informatique et bureautique,I1401,0
Non,Technicien système et réseau,Technicien / Technicienne en micro-informatique et bureautique,I1401,0
Non,Gestionnaire de parc micro-informatique,Technicien / Technicienne en micro-informatique et réseaux,I1401,0
Non,Expert en technologie de l’information,Technicien / Technicienne en micro-informatique et réseaux,I1401,0
Non,Technicien système et réseau,Technicien / Technicienne en recherche scientifique,H1210,0
Non,Technicien système et réseau,Technicien / Technicienne en recherche-développement,H1210,0
Non,Technicien système et réseau,Technicien / Technicienne en reprographie,E1307,0
Non,Technicien système et réseau,Technicien / Technicienne en reprographie numérique,E1307,0
Non,Technicien système et réseau,Technicien / Technicienne en réseau local informatique,I1401,0
Non,Technicien système et réseau,Technicien / Technicienne en robotique,H1208,0
Non,Expert en technologie de l’information,Technicien / Technicienne en robotique,H1208,0
Non,Expert en technologie de l’information,Technicien / Technicienne en sciences des matériaux,H1210,0
Non,Technicien helpdesk,Technicien / Technicienne en système naturels,H1210,0
Non,Technicien helpdesk,Technicien / Technicienne en techniques expérimentales,H1210,0
Non,Expert en technologie de l’information,Technicien / Technicienne en téléassistance en informatique,I1401,0
Non,Technicien cybersécurité,Technicien / Technicienne en téléassistance en informatique,I1401,0
Non,Technicien système et réseau,Technicien / Technicienne en télécommunications études et développement,H1209,0
Non,Technicien helpdesk,"Technicien / Technicienne en télévision, hi-fi",I1402,0
Non,Technicien système et réseau,Technicien / Technicienne études électriques,H1209,0
Non,Technicien système et réseau,Technicien / Technicienne exploitation systèmes acoustiques,M1807,0
Non,Technicien helpdesk,Technicien / Technicienne exploitation systèmes acoustiques,M1807,0
Non,Technicien cloud,Technicien / Technicienne exploitation systèmes acoustiques,M1807,0
Non,Technicien système et réseau,Technicien / Technicienne finissage des peaux,H1201,0
Non,Technicien helpdesk,Technicien / Technicienne galéniste,H1210,0
Non,Technicien helpdesk,Technicien géomaticien / Technicienne géomaticienne,M1808,0
Non,Technicien système et réseau,Technicien géomaticien / Technicienne géomaticienne,M1808,0
Non,Technicien système et réseau,Technicien / Technicienne informatique,M1810,0
Non,Technicien de déploiement de fibre optique,Technicien / Technicienne ingénierie réseaux de télécoms,M1804,0
Non,Technicien en télécommunication,Technicien / Technicienne ingénierie réseaux de télécoms,M1804,0
Non,Technicien système et réseau,Technicien / Technicienne ingénierie réseaux de télécoms,M1804,0
Non,Technicien système et réseau,Technicien / Technicienne laboratoire de recherche-développement,H1210,0
Non,Technicien helpdesk,Technicien / Technicienne météorologiste-océanographe,M1809,0
Non,Technicien helpdesk,Technicien / Technicienne programmation,M1805,0
Non,Technicien système et réseau,Technicien / Technicienne programmation,M1805,0
Non,Technicien helpdesk,Technicien rédacteur / Technicienne rédactrice en industrie,H1207,0
Non,Administrateur réseau,Technicien / Technicienne réseau informatique,M1810,0
Non,Technicien helpdesk,Technicien restituteur / Technicienne restitutrice photogrammètre,M1808,0
Non,Technicien système et réseau,Technicien restituteur / Technicienne restitutrice photogrammètre,M1808,0
Non,Technicien helpdesk,Technicien supérieur / Technicienne supérieure en automatique,H1208,0
Non,Technicien système et réseau,Technicien supérieur / Technicienne supérieure en automatique,H1208,0
Non,Technicien helpdesk,Technicien supérieur / Technicienne supérieure en automatisme,H1208,0
Non,Technicien système et réseau,Technicien supérieur / Technicienne supérieure en automatisme,H1208,0
Non,Technicien helpdesk,Technicien / Technicienne support client,H1101,0
Non,Technicien système et réseau,Technicien / Technicienne support en bureautique,I1401,0
Non,Technicien helpdesk,Technicien / Technicienne support en systèmes téléinformatiques,I1401,0
Non,Technicien système et réseau,Technicien / Technicienne support en systèmes téléinformatiques,I1401,0
Non,Technicien helpdesk,Technicien / Technicienne support technique,H1101,0
Non,Gestionnaire de parc micro-informatique,Technicien / Technicienne système informatique,M1810,0
Non,Technicien helpdesk,Technicien / Technicienne système informatique,M1810,0
Non,Technicien d'exploitation,Technicien / Technicienne Systèmes d'Information Géographique -SIG-,M1808,0
Non,Responsable sécurité des systèmes d'information,Technicien / Technicienne Systèmes d'Information Géographique -SIG-,M1808,0
Non,Délégué à la protection des données (DPD),Thermicien / Thermicienne de l'industrie,H1206,0
Non,Chargé de production vidéos,Tireur / Tireuse de plans,E1307,0
Non,Vidéaste,Tireur / Tireuse de plans,E1307,0
Non,Developpeur Front-End,Tireur-développeur / Tireuse-développeuse en photographie,E1203,0
Non,Délégué à la protection des données (DPD),Toxicologue de l'industrie,H1206,0
Non,Créateur d'entreprise,Traducteur / Traductrice d'édition,E1108,0
Non,Expert en système d’information,Traducteur expert / Traductrice experte,E1108,0
Non,Expert en système d’information,Traducteur expert / Traductrice experte judiciaire,E1108,0
Non,Spécialiste support,Traducteur technique / Traductrice technique,E1108,0
Non,Content manager,Traffic manager,E1402,0
Non,Chef de projet systèmes d'information,Urbaniste des systèmes d'information,M1806,0
Non,Technicien d'exploitation,Urbaniste des systèmes d'information,M1806,0
Non,Intégrateur web,Web designer,E1205,0
Non,UX Designer,Web designer,E1205,0
Non,UI Designer,Web designer,E1205,0
Non,Webmaster,Webmaster concepteur / conceptrice de site web,E1104,0
Non,Chef de projet web,Webmaster concepteur / conceptrice de site web,E1104,0
Non,Intégrateur web,Webmaster concepteur / conceptrice de site web,E1104,0
Non,Développeur Mobile,Webmaster développeur / développeuse,M1805,0
Non,Développeur d'applications,Webmaster développeur / développeuse,M1805,0
Non,Chef de projet communication digitale,Webmaster chargé / chargée de communication,E1103,0
Non,UX Designer,Writer designer,E1102,0
Non,UI Designer,Writer designer,E1102,0
Non,Chef de projet digital,Chef de projet TMA - Tierce Maintenance Applicative,M1805,0
Non,Vidéaste,Attaché / Attachée de production de spectacles,L1302,0
Non,Développeur IA,Attaché / Attachée de production de spectacles,L1302,0
Non,Digital business developer,Analyste décisionnel - Business Intelligence,M1805,0
Non,Technicien système et réseau,Technicien / Technicienne en développement systèmes laser,H1210,0
Non,Fablab manager,Stéréographe 3D,E1205,0
Non,Ingenieur systèmes,Ingénieur / Ingénieure recherche développement packaging,H1206,0
Non,Veilleur e-reputation,Community manager,E1101,0
Non,Architecte base de données,Administrateur / Administratrice de production de spectacles,L1302,0
Oui,Chargé de production vidéos,Chargé / Chargée d'antenne audiovisuelle,L1302,100
Non,Chef de projet digital,Chef de projets traduction,E1108,0
Non,Chef de projet agile,Chef de projets traduction,E1108,0
Non,Chef de projet technique,Chef de projets traduction,E1108,0
Non,Développeur Mobile,Développeur / Développeuse décisionnel - Business Intelligence,M1805,0
Oui,Game designer,Level designer - jeux vidéo,E1104,100
Non,Réalisateur de jeux vidéos,Lead game designer - jeux vidéo,E1104,0
Non,Développeur de jeux vidéos,Lead game designer - jeux vidéo,E1104,0
Non,Game designer,Lead graphiste - jeux vidéo,E1205,0
Non,Réalisateur de jeux vidéos,Lead graphiste - jeux vidéo,E1205,0
Non,Game designer,Graphiste 2 D - jeux vidéo,E1205,0
Non,Réalisateur de jeux vidéos,Graphiste 2 D - jeux vidéo,E1205,0
Non,Fablab manager,Graphiste 3 D,E1205,0
Non,Forgeur numérique,Graphiste 3 D,E1205,0
Non,Technicien d'exploitation,Modeleur / Modeleuse 3 D,E1205,0
Non,Fablab manager,Infographiste 3 D,E1205,0
Non,Réalisateur de jeux vidéos,Lead programmeur / programmeuse - jeux vidéo,M1805,0
Non,Game designer,Développeur / Développeuse - jeux vidéo,M1805,0
Non,Chef de projet digital,Chef de projet évènementiel,E1107,0
Non,Chef de projet technique,Chef de projet évènementiel,E1107,0
Non,Chef de projet agile,Chargé / Chargée des relations publiques digitales,E1103,0
Non,Webmaster,Directeur / Directrice artistique web,E1104,0
Non,Forgeur numérique,Animateur / Animatrice d'espace public numérique,G1202,0
Non,Référent digital,Animateur / Animatrice d'espace public numérique,G1202,0
Non,Développeur de jeux vidéos,Concepteur / Conceptrice de jeux web online,E1104,0
Non,Webmaster,Concepteur / Conceptrice de jeux web online,E1104,0
Non,Intégrateur web,Ingénieur / Ingénieure sécurité web,M1802,0
Oui,Security Architect,Ingénieur / Ingénieure sécurité web,M1802,100
Oui,Analyste SOC,Expert / Experte en cybersécurité,M1802,100
Non,Technicien helpdesk,Technicien / Technicienne d'études cliniques,H1210,0
Non,Technicien système et réseau,Technicien / Technicienne d'études cliniques,H1210,0
